Type,AIR,Category,Sub Category,Institute,Subject,Allotted Category,Allotted ph,Admitted Round
BHU OPEN,29570,OBC,NO,"IMS BHU Dental, Varanasi",BDS,OBC,NO,4
BHU OPEN,29674,EW,NO,"IMS BHU Dental, Varanasi",BDS,EW,NO,4
BHU OPEN,29782,OBC,NO,"IMS BHU Dental, Varanasi",BDS,OBC,NO,4
BHU OPEN,29973,UR,PH,"INST.OF MED.SCIENCES,
BHU,VARANASI",MBBS,OP,PH,1
BHU OPEN,30400,EW,NO,"IMS BHU Dental, Varanasi",BDS,EW,NO,4
BHU OPEN,31165,OBC,NO,"IMS BHU Dental, Varanasi",BDS,OBC,NO,4
BHU OPEN,32574,ST,NO,"INST.OF MED.SCIENCES,
BHU,VARANASI",MBBS,ST,NO,2
BHU OPEN,35246,EW,NO,"IMS BHU Dental, Varanasi",BDS,EW,NO,4
BHU OPEN,43368,SC,NO,"INST.OF MED.SCIENCES,
BHU,VARANASI",MBBS,SC,NO,3
BHU OPEN,45182,SC,NO,"INST.OF MED.SCIENCES,
BHU,VARANASI",MBBS,SC,NO,3
BHU OPEN,52461,UR,PH,"INST.OF MED.SCIENCES,
BHU,VARANASI",MBBS,OP,PH,1
BHU OPEN,55573,OBC,PH,"INST.OF MED.SCIENCES,
BHU,VARANASI",MBBS,OBC,PH,1
BHU OPEN,81479,SC,NO,"IMS BHU Dental, Varanasi",BDS,SC,NO,3
BHU OPEN,86560,SC,NO,"IMS BHU Dental, Varanasi",BDS,SC,NO,3
BHU OPEN,91307,SC,NO,"IMS BHU Dental, Varanasi",BDS,SC,NO,2
BHU OPEN,94841,SC,NO,"INST.OF MED.SCIENCES,
BHU,VARANASI",MBBS,SC,NO,4
BHU OPEN,95180,SC,NO,"INST.OF MED.SCIENCES,
BHU,VARANASI",MBBS,SC,NO,4
BHU OPEN,98060,ST,NO,"IMS BHU Dental, Varanasi",BDS,ST,NO,3
BHU OPEN,104450,ST,NO,"IMS BHU Dental, Varanasi",BDS,ST,NO,3
BHU OPEN,106750,ST,NO,"IMS BHU Dental, Varanasi",BDS,ST,NO,4
BHU OPEN,111569,ST,NO,"IMS BHU Dental, Varanasi",BDS,ST,NO,2
BHU OPEN,121387,SC,NO,"IMS BHU Dental, Varanasi",BDS,SC,NO,4
BHU OPEN,143146,SC,NO,"IMS BHU Dental, Varanasi",BDS,SC,NO,4
BHU OPEN,145800,SC,NO,"IMS BHU Dental, Varanasi",BDS,SC,NO,4
BHU OPEN,147660,SC,NO,"IMS BHU Dental, Varanasi",BDS,SC,NO,4
BHU OPEN,152182,SC,NO,"IMS BHU Dental, Varanasi",BDS,SC,NO,4
BHU OPEN,158318,SC,NO,"IMS BHU Dental, Varanasi",BDS,SC,NO,4
BHU OPEN,158753,SC,NO,"IMS BHU Dental, Varanasi",BDS,SC,NO,4
BHU OPEN,210262,ST,NO,"IMS BHU Dental, Varanasi",BDS,ST,NO,4
BHU OPEN,497688,OBC,PH,"IMS BHU Dental, Varanasi",BDS,OP,PH,3
BHU OPEN,664913,OBC,PH,"IMS BHU Dental, Varanasi",BDS,OBC,PH,2
CW,2246,EW,NO,"Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi,
VMMC",MBBS,EW,NO,1
CW,7904,UR,NO,"University College of Medical
Sciences, New Delhi",MBBS,OP,NO,1
CW,8402,UR,NO,"Lady Hardinge Medical College, New
Delhi",MBBS,OP,NO,1
CW,8897,OBC,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OBC,NO,1
CW,10978,OBC,NO,"Vardhman Mahavir Medical College
and Safdarjung Hospital New Delhi, VMMC",MBBS,OBC,NO,1
CW,13931,OBC,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OBC,NO,2
CW,14693,OBC,NO,"University College of Medical
Sciences, New Delhi",MBBS,OBC,NO,2
CW,16341,OBC,NO,"Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi,
VMMC",MBBS,OBC,NO,1
CW,17426,OBC,NO,"University College of Medical
Sciences, New Delhi",MBBS,OBC,NO,1
CW,19135,UR,NO,"Maulana Azad Institute of Dental
Sciences, New Delhi",BDS,OP,NO,1
CW,24801,EW,NO,"Lady Hardinge Medical College, New
Delhi",MBBS,OP,NO,1
CW,32723,OBC,NO,"Lady Hardinge Medical College, New
Delhi",MBBS,OBC,NO,1
CW,37341,UR,NO,"Atal Bihari Vajpayee Institute of
Medical Sciences, New Delhi",MBBS,OP,NO,2
CW,38695,OBC,NO,"Atal Bihari Vajpayee Institute of
Medical Sciences, New Delhi",MBBS,OBC,NO,2
CW,54660,SC,NO,"Maulana Azad Medical College, New
Delhi",MBBS,SC,NO,1
CW,64275,OBC,NO,"Lady Hardinge Medical College, New
Delhi",MBBS,OBC,NO,1
CW,65466,OBC,NO,"Lady Hardinge Medical College, New
Delhi",MBBS,OBC,NO,1
CW,72744,EW,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
CW,76919,OBC,NO,"Vardhman Mahavir Medical College
and Safdarjung Hospital New Delhi, VMMC",MBBS,OP,NO,1
CW,83591,EW,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
CW,86205,UR,NO,"Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi,
VMMC",MBBS,OP,NO,1
CW,110765,UR,NO,"Lady Hardinge Medical College, New
Delhi",MBBS,OP,NO,1
CW,122222,SC,NO,"Vardhman Mahavir Medical College
and Safdarjung Hospital New Delhi, VMMC",MBBS,SC,NO,1
CW,124164,OBC,NO,"Maulana Azad Institute of Dental
Sciences, New Delhi",BDS,OBC,NO,3
CW,130249,SC,NO,"University College of Medical
Sciences, New Delhi",MBBS,SC,NO,1
CW,159062,UR,NO,"University College of Medical
Sciences, New Delhi",MBBS,OP,NO,1
CW,198681,SC,NO,"University College of Medical
Sciences, New Delhi",MBBS,SC,NO,3
CW,219763,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
CW,296021,UR,NO,"University College of Medical
Sciences, New Delhi",MBBS,OP,NO,1
CW,332237,SC,NO,"Lady Hardinge Medical College, New
Delhi",MBBS,SC,NO,1
CW,337171,UR,NO,"Atal Bihari Vajpayee Institute of
Medical Sciences, New Delhi",MBBS,OP,NO,2
CW,353018,UR,NO,"Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi,
VMMC",MBBS,OP,NO,3
CW,402115,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
CW,419449,UR,NO,"Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi,
VMMC",MBBS,OP,NO,1
CW,433855,OBC,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OBC,NO,1
CW,520139,OBC,NO,"Lady Hardinge Medical College, New
Delhi",MBBS,OP,NO,1
CW,542858,SC,NO,"Atal Bihari Vajpayee Institute of
Medical Sciences, New Delhi",MBBS,SC,NO,2
CW,617734,OBC,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
CW,625433,ST,NO,"Lady Hardinge Medical College, New
Delhi",MBBS,ST,NO,1
CW,668713,SC,NO,"Maulana Azad Medical College, New
Delhi",MBBS,SC,NO,3
DU Internal,61,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,114,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,123,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,127,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,133,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,149,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,154,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,192,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,197,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,200,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,203,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,212,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,223,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,259,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,264,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,271,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,275,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,302,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,317,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,325,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,338,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,340,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,343,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,349,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,354,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,362,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,413,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,423,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,424,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,439,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,464,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,475,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,486,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,499,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,502,EW,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,519,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,522,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,543,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,552,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,563,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,584,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,590,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,648,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,652,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,656,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,660,EW,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,682,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,688,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,709,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,711,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,712,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,717,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,720,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,738,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,743,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,746,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,755,EW,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,774,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,781,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,787,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,789,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,791,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,795,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,814,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,828,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,898,OBC,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,908,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,920,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,923,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,933,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,955,OBC,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,1008,OBC,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,1040,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,1049,OBC,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,1051,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,1058,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,1083,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,1091,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,1100,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,1105,OBC,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,1108,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,1112,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,1113,EW,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,1120,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,1135,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,1166,EW,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,1200,OBC,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,1207,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,1229,EW,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,1236,OBC,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,1239,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,1242,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,1246,UR,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,1253,OBC,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,1263,OBC,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OBC,NO,1
DU Internal,1292,OBC,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OBC,NO,1
DU Internal,1395,OBC,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OBC,NO,1
DU Internal,1431,OBC,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OBC,NO,1
DU Internal,1506,UR,NO,"Lady Hardinge Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,1687,UR,NO,"Lady Hardinge Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,1751,EW,NO,"University College of Medical
Sciences, New Delhi",MBBS,OP,NO,1
DU Internal,1772,OBC,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OBC,NO,1
DU Internal,1783,UR,NO,"University College of Medical
Sciences, New Delhi",MBBS,OP,NO,1
DU Internal,1818,OBC,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OBC,NO,2
DU Internal,1829,UR,NO,"University College of Medical
Sciences, New Delhi",MBBS,OP,NO,1
DU Internal,1870,UR,NO,"University College of Medical
Sciences, New Delhi",MBBS,OP,NO,1
DU Internal,1890,UR,NO,"Lady Hardinge Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,2030,OBC,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OBC,NO,1
DU Internal,2076,OBC,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OBC,NO,1
DU Internal,2078,OBC,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OBC,NO,1
DU Internal,2104,UR,NO,"Lady Hardinge Medical College, New
Delhi",MBBS,OP,NO,2
DU Internal,2125,OBC,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OBC,NO,1
DU Internal,2139,OBC,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OBC,NO,1
DU Internal,2189,OBC,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OBC,NO,1
DU Internal,2225,UR,NO,"Lady Hardinge Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,2237,UR,NO,"Lady Hardinge Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,2241,UR,NO,"University College of Medical
Sciences, New Delhi",MBBS,OP,NO,1
DU Internal,2251,OBC,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OBC,NO,1
DU Internal,2265,UR,NO,"University College of Medical
Sciences, New Delhi",MBBS,OP,NO,1
DU Internal,2267,UR,NO,"University College of Medical
Sciences, New Delhi",MBBS,OP,NO,1
DU Internal,2271,OBC,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OBC,NO,1
DU Internal,2297,UR,NO,"University College of Medical
Sciences, New Delhi",MBBS,OP,NO,1
DU Internal,2303,OBC,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OBC,NO,1
DU Internal,2307,OBC,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OBC,NO,1
DU Internal,2315,UR,NO,"University College of Medical
Sciences, New Delhi",MBBS,OP,NO,1
DU Internal,2356,UR,NO,"University College of Medical
Sciences, New Delhi",MBBS,OP,NO,1
DU Internal,2406,UR,NO,"University College of Medical
Sciences, New Delhi",MBBS,OP,NO,1
DU Internal,2415,UR,NO,"University College of Medical
Sciences, New Delhi",MBBS,OP,NO,1
DU Internal,2417,UR,NO,"Lady Hardinge Medical College, New
Delhi",MBBS,OP,NO,2
DU Internal,2437,UR,NO,"University College of Medical
Sciences, New Delhi",MBBS,OP,NO,1
DU Internal,2456,OBC,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OBC,NO,1
DU Internal,2458,UR,NO,"University College of Medical
Sciences, New Delhi",MBBS,OP,NO,1
DU Internal,2490,UR,NO,"Lady Hardinge Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,2534,UR,NO,"University College of Medical
Sciences, New Delhi",MBBS,OP,NO,1
DU Internal,2595,UR,NO,"Lady Hardinge Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,2613,UR,NO,"University College of Medical
Sciences, New Delhi",MBBS,OP,NO,1
DU Internal,2619,UR,NO,"Lady Hardinge Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,2649,UR,NO,"University College of Medical
Sciences, New Delhi",MBBS,OP,NO,1
DU Internal,2652,OBC,NO,"Lady Hardinge Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,2660,UR,NO,"University College of Medical
Sciences, New Delhi",MBBS,OP,NO,1
DU Internal,2662,UR,NO,"University College of Medical
Sciences, New Delhi",MBBS,OP,NO,1
DU Internal,2670,UR,NO,"University College of Medical
Sciences, New Delhi",MBBS,OP,NO,1
DU Internal,2682,OBC,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OBC,NO,1
DU Internal,2794,UR,NO,"University College of Medical
Sciences, New Delhi",MBBS,OP,NO,1
DU Internal,2796,UR,NO,"Lady Hardinge Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,2800,UR,NO,"University College of Medical
Sciences, New Delhi",MBBS,OP,NO,1
DU Internal,2801,UR,NO,"Lady Hardinge Medical College, New
Delhi",MBBS,OP,NO,2
DU Internal,2808,UR,NO,"Lady Hardinge Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,2825,UR,NO,"University College of Medical
Sciences, New Delhi",MBBS,OP,NO,1
DU Internal,2849,OBC,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OBC,NO,1
DU Internal,2862,UR,NO,"University College of Medical
Sciences, New Delhi",MBBS,OP,NO,1
DU Internal,2872,UR,NO,"University College of Medical
Sciences, New Delhi",MBBS,OP,NO,1
DU Internal,2895,UR,NO,"University College of Medical
Sciences, New Delhi",MBBS,OP,NO,1
DU Internal,2919,UR,NO,"University College of Medical
Sciences, New Delhi",MBBS,OP,NO,1
DU Internal,2921,OBC,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OBC,NO,1
DU Internal,2960,OBC,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OBC,NO,1
DU Internal,2972,UR,NO,"Lady Hardinge Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,3024,UR,NO,"University College of Medical
Sciences, New Delhi",MBBS,OP,NO,1
DU Internal,3028,UR,NO,"University College of Medical
Sciences, New Delhi",MBBS,OP,NO,1
DU Internal,3032,UR,NO,"University College of Medical
Sciences, New Delhi",MBBS,OP,NO,1
DU Internal,3093,UR,NO,"University College of Medical
Sciences, New Delhi",MBBS,OP,NO,1
DU Internal,3171,UR,NO,"Lady Hardinge Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,3179,UR,NO,"Lady Hardinge Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,3182,UR,NO,"University College of Medical
Sciences, New Delhi",MBBS,OP,NO,1
DU Internal,3241,UR,NO,"Lady Hardinge Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,3286,UR,NO,"Lady Hardinge Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,3292,OBC,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OBC,NO,1
DU Internal,3325,UR,NO,"University College of Medical
Sciences, New Delhi",MBBS,OP,NO,1
DU Internal,3333,UR,NO,"University College of Medical
Sciences, New Delhi",MBBS,OP,NO,1
DU Internal,3349,UR,NO,"University College of Medical
Sciences, New Delhi",MBBS,OP,NO,1
DU Internal,3442,OBC,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OBC,NO,1
DU Internal,3516,UR,NO,"Lady Hardinge Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,3517,OBC,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OBC,NO,1
DU Internal,3520,UR,NO,"University College of Medical
Sciences, New Delhi",MBBS,OP,NO,1
DU Internal,3534,UR,NO,"University College of Medical
Sciences, New Delhi",MBBS,OP,NO,1
DU Internal,3538,UR,NO,"University College of Medical
Sciences, New Delhi",MBBS,OP,NO,1
DU Internal,3546,UR,NO,"University College of Medical
Sciences, New Delhi",MBBS,OP,NO,1
DU Internal,3564,UR,NO,"University College of Medical
Sciences, New Delhi",MBBS,OP,NO,1
DU Internal,3604,UR,NO,"University College of Medical
Sciences, New Delhi",MBBS,OP,NO,1
DU Internal,3608,OBC,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OBC,NO,1
DU Internal,3612,UR,NO,"University College of Medical
Sciences, New Delhi",MBBS,OP,NO,1
DU Internal,3623,UR,NO,"University College of Medical
Sciences, New Delhi",MBBS,OP,NO,1
DU Internal,3635,OBC,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OBC,NO,1
DU Internal,3645,UR,NO,"University College of Medical
Sciences, New Delhi",MBBS,OP,NO,1
DU Internal,3669,UR,NO,"Lady Hardinge Medical College, New
Delhi",MBBS,OP,NO,2
DU Internal,3678,OBC,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OBC,NO,1
DU Internal,3691,UR,NO,"University College of Medical
Sciences, New Delhi",MBBS,OP,NO,1
DU Internal,3699,OBC,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OBC,NO,1
DU Internal,3707,OBC,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OBC,NO,1
DU Internal,3715,UR,NO,"University College of Medical
Sciences, New Delhi",MBBS,OP,NO,1
DU Internal,3740,UR,NO,"University College of Medical
Sciences, New Delhi",MBBS,OP,NO,1
DU Internal,3756,UR,NO,"University College of Medical
Sciences, New Delhi",MBBS,OP,NO,1
DU Internal,3810,UR,NO,"University College of Medical
Sciences, New Delhi",MBBS,OP,NO,1
DU Internal,3839,UR,NO,"Lady Hardinge Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,3845,UR,NO,"University College of Medical
Sciences, New Delhi",MBBS,OP,NO,1
DU Internal,3875,UR,NO,"Lady Hardinge Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,3878,UR,NO,"University College of Medical
Sciences, New Delhi",MBBS,OP,NO,1
DU Internal,3885,OBC,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OBC,NO,1
DU Internal,3915,OBC,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OBC,NO,1
DU Internal,3925,UR,NO,"University College of Medical
Sciences, New Delhi",MBBS,OP,NO,2
DU Internal,3930,UR,NO,"University College of Medical
Sciences, New Delhi",MBBS,OP,NO,2
DU Internal,3934,UR,NO,"University College of Medical
Sciences, New Delhi",MBBS,OP,NO,2
DU Internal,4030,OBC,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OBC,NO,1
DU Internal,4042,EW,NO,"University College of Medical
Sciences, New Delhi",MBBS,EW,NO,1
DU Internal,4061,UR,NO,"Lady Hardinge Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,4092,UR,NO,"Lady Hardinge Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,4110,UR,NO,"University College of Medical
Sciences, New Delhi",MBBS,OP,NO,2
DU Internal,4115,UR,NO,"University College of Medical
Sciences, New Delhi",MBBS,OP,NO,2
DU Internal,4123,UR,NO,"University College of Medical
Sciences, New Delhi",MBBS,OP,NO,2
DU Internal,4153,UR,NO,"University College of Medical
Sciences, New Delhi",MBBS,OP,NO,2
DU Internal,4158,OBC,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OBC,NO,1
DU Internal,4161,UR,NO,"Lady Hardinge Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,4234,OBC,NO,"Maulana Azad Medical College, New
Delhi",MBBS,OBC,NO,1
DU Internal,4238,SC,NO,"Maulana Azad Medical College, New
Delhi",MBBS,SC,NO,1
DU Internal,4251,UR,NO,"Lady Hardinge Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,4254,UR,NO,"Lady Hardinge Medical College, New
Delhi",MBBS,OP,NO,1
DU Internal,4256,UR,NO,"Lady Hardinge Medical College, New
Delhi",MBBS,OP,NO,1
